Restaurant Name,Business Email,City,Region/State,Country,Website,Source URL,Needs Verification
Bistrot 41,contact@bistrot41.com,Issy-les-Moulineaux,Île-de-France,France,https://www.bistrot41.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,yes
Brasserie du Palace,brasseriedupalace@orange.fr,Boulogne-Billancourt,Île-de-France,France,https://www.brasseriedupalace.eatbu.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Il Gattopardo,gattopardo.ristorante@club-internet.fr,Boulogne-Billancourt,Île-de-France,France,https://ros.site-solocal.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Jacob Meatpacker,labourse@hotmail.com,Boulogne-Billancourt,Île-de-France,France,https://www.jacobmeatpacker.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Mythic Burger,contact@mythicburger.com,Boulogne-Billancourt,Île-de-France,France,https://www.mythicburger.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Koh Tao,linrmg@gmail.com,Rueil-Malmaison,Île-de-France,France,https://kohtao.site-solocal.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
O'Menu Bio,omenubio@gmail.com,Boulogne-Billancourt,Île-de-France,France,https://www.omenubio.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Il Sedici,contact@ilsedici.com,Boulogne-Billancourt,Île-de-France,France,https://www.ilsedici.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
La Medina,restaurant-lamedina@sfr.fr,Boulogne-Billancourt,Île-de-France,France,https://www.lamedina-boulogne.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Black and White Burger,contact@bnwburger.com,Boulogne-Billancourt,Île-de-France,France,https://www.bnwburger.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Thai In Box,information@thai-in-box.com,Boulogne-Billancourt,Île-de-France,France,https://www.thai-in-box.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Green sur Mesure,contact@greensurmesure.fr,Boulogne-Billancourt,Île-de-France,France,https://www.greensurmesure.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Azzurro Bistro,contact@azzurrobistro.com,Boulogne-Billancourt,Île-de-France,France,https://www.azzurrobistro.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=3&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Ama Bistrot Asiatique,ama.asianbistro@gmail.com,Boulogne-Billancourt,Île-de-France,France,https://www.amaasianbistro.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=3&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
DS Cafe,contact@dscafe.fr,Boulogne-Billancourt,Île-de-France,France,https://www.dscafe.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=3&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Brasserie Les Officiers,reservation@lesofficiers.fr,Vincennes,Île-de-France,France,https://lesofficiers.fr,https://lesofficiers.fr,
L'Ours,contact@loursrestaurant.com,Vincennes,Île-de-France,France,https://loursrestaurant.com,https://loursrestaurant.com/en/,
Paulette Vincennes,paulette.vincennes@gmail.com,Vincennes,Île-de-France,France,https://www.paulette-vincennes.com,https://www.paulette-vincennes.com/,
Mare e Monti,mareemonti025@gmail.com,Saint-Maur-des-Fosses,Île-de-France,France,https://www.mareemonti025.fr,https://www.mareemonti025.fr/,
L'Eden Sens,contact@ledensens.fr,Saint-Maur-des-Fosses,Île-de-France,France,https://www.edensens.fr,https://www.edensens.fr/,yes
Le 5 Particulier,casetta@le5particulier.com,Neuilly-sur-Seine,Île-de-France,France,https://www.le5particulier.com,https://www.le5particulier.com/restaurant-et-bar,
Le Bistrot de Lola,contact@lebistrotdelola.com,Levallois-Perret,Île-de-France,France,https://lebistrotdelola.com,https://lebistrotdelola.com/,
La Passerelle,restaurant@lapasserelle-issy.com,Issy-les-Moulineaux,Île-de-France,France,https://lapasserelle-issy.com,https://lapasserelle-issy.com/,
O'Grand Breton,ograndbreton@gmail.com,Saint-Denis,Île-de-France,France,https://ograndbreton.com,https://ograndbreton.com/,
Verra,contact@verra-courbevoie.fr,Courbevoie,Île-de-France,France,https://verra-courbevoie.fr,https://verra-courbevoie.fr/en/,
Bistrot d'Asnieres,contact@bistrotdasnieres.fr,Asnieres-sur-Seine,Île-de-France,France,https://www.bistrotdasnieres.fr,https://www.bistrotdasnieres.fr/,
Domaine Sainte Catherine,domainesaintecatherine@numericable.fr,Creteil,Île-de-France,France,,https://94.citoyens.com/restaurants/domaine-sainte-catherine,
Chez Valentino,chezvalentino2019@gmail.com,Paris,Île-de-France,France,https://chezvalentino.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Pizzerias&ville=Paris,
Pizzeria Cap Bercy,mathieu_amassier@yahoo.fr,Paris,Île-de-France,France,https://www.restaurant-cap-bercy.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Pizzerias&ville=Paris,
Pizza Amalfi,alain19591959@hotmail.fr,Paris,Île-de-France,France,https://sanandro.site-solocal.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Pizzerias&ville=Paris,
Le Clamart,contact@leclamart.fr,Clamart,Île-de-France,France,https://www.leclamart.fr,https://www.leclamart.fr/,
Bella Familia Pizza,bellafamilliapizza@gmail.com,Clamart,Île-de-France,France,,https://www.pagesjaunes.fr/annuaire/clamart-92/restaurants,
Galopins Antony,galopinsantony@gmail.com,Antony,Île-de-France,France,https://galopins-antony.com,https://galopins-antony.com/,
Caracole,caracole92@gmail.com,Colombes,Île-de-France,France,https://caracole-restaurant.fr,https://caracole-restaurant.fr/,
Danieli Caffe,contact@danielicaffe.com,Vincennes,Île-de-France,France,https://danielicaffe.com,https://danielicaffe.com/,
Milano Torino,renaudinmatthieu@yahoo.fr,Levallois-Perret,Île-de-France,France,https://milanotorino.eu,https://milanotorino.eu/levallois/,
Avellino Caffe,audinvaldes@yahoo.fr,Puteaux,Île-de-France,France,https://avellinocaffe.fr,https://avellinocaffe.fr/,
La Calypsia,contact@lacalypsia.com,Montrouge,Île-de-France,France,https://www.pizzeria-lacalypsia.fr,https://www.pizzeria-lacalypsia.fr/,
Ceprano Saint-Mande,info@ceprano.com,Saint-Mande,Île-de-France,France,https://cepranopizza.com,https://cepranopizza.com/ceprano-saint-mande.html,
La Trattoria In Paradiso,inparadiso.contact@gmail.com,Neuilly-sur-Seine,Île-de-France,France,https://in-paradiso-restaurant-neuilly-sur-seine.eatbu.com,https://in-paradiso-restaurant-neuilly-sur-seine.eatbu.com/,
Mimma,direction@mimma.fr,Levallois-Perret,Île-de-France,France,https://mimma.fr,https://mimma.fr,
Amore e Fantasia,contact@amoreefantasia.com,Levallois-Perret,Île-de-France,France,http://www.amoreefantasia.com,http://www.amoreefantasia.com/,
La Samb,contact@lasamb.fr,Levallois-Perret,Île-de-France,France,http://www.lasamb.fr,http://www.lasamb.fr/,
Gab & Dan,gabdanfirst@gmail.com,Vincennes,Île-de-France,France,https://gabetdan.eatbu.com,https://gabetdan.eatbu.com/,
Ristorante San Giovanni,restaurantsangiovanni92@gmail.com,Courbevoie,Île-de-France,France,http://sangiovanni92.com,http://sangiovanni92.com/,
Palermo,palermo92400@yahoo.com,Courbevoie,Île-de-France,France,http://palermo-courbevoie.eatbu.com,http://palermo-courbevoie.eatbu.com/,
Gabin,bienvenue@gabinrestaurant.com,Asnieres-sur-Seine,Île-de-France,France,https://www.gabinrestaurant.com,https://www.gabinrestaurant.com/,
Baciami,contact@baciami.fr,Asnieres-sur-Seine,Île-de-France,France,http://www.baciami.fr,http://www.baciami.fr/,
L'Equilibre,info@lequilibrelyon.fr,Lyon,Auvergne-Rhone-Alpes,France,,,yes
Le Poelon d'Or,contact@lepoelondor-restaurant.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
Restaurant Flair,contact@restaurantflair.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Bouchon Tupin,contact@bouchontupin.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Brasseries Bocuse,commercial@brasseries-bocuse.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Bistrot Berthet,contact@bistrot-berthet.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
Matsuri,contact@matsuri.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
PY Restaurant,contact@pyrestaurant.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
Garden Lyon,garden.lyon@gmail.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Brasserie Georges,contact@brasseriegeorges.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Dionysos,contact@restaurant-grec-lyon.com,Lyon,Auvergne-Rhone-Alpes,France,,,yes
Tetedoie,restaurant@tetedoie.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Cuisine en Cours,cuisinencours@yahoo.com,Lyon,Auvergne-Rhone-Alpes,France,,,
La Meuniere,contact@lameuniere.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
M Restaurant,contact@mrestaurant.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
Table de Max,resa@table-de-max.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
La Mere Brazier,contact@lamerebrazier.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
Restaurant Orsi,orsi@relaischateaux.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Williams Jacquier,williams.jacquier@orange.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
Burgundy by M,info@burgundybym.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
Le Comptoir des Cousins,lecomptoirdescousins@gmail.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Brasserie Midi Minuit,brasseriemidiminuit@groupe-uni.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Brasserie La Joconde,contact@brasserielajoconde.com,Lyon,Auvergne-Rhone-Alpes,France,,,
L'Octave Lyon,contact@loctave-restaurant.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Le Gourmet de Seze,legourmetdeseze@wanadoo.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
Le Jardin des Dombes,lejardindesdombes@gmail.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Takao Takano,restaurant@takaotakano.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Bouillon Baratte,arthur.buchard@diabolo-poivre.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Table et Partage,contact@table-et-partage.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Le Greenwich,melody.greenwich@hotmail.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
O'Pakistan,o.pakistan@orange.fr,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Chez Ze,contact@chez-ze.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Dalloyau Marseille,restaurant.marseille@dalloyau.fr,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Les Arcenaulx,restaurant@les-arcenaulx.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Le Petit Nice Passedat,contact@lemole-passedat.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Bagelerie Marseillaise,bageleriemarseillaise@gmail.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Brasserie L'Entre Temps,brasserielentretemps@gmail.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Chez Fonfon,contact@chez-fonfon.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Un Petit Cabanon,cabanon@germani.fr,Marseille,Provence-Alpes-Cote d'Azur,France,,,
La Poule Noire,lapoulenoirerestaurant@gmail.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Chez Roger,chezrogermarseille@gmail.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Shuriken Sushi,yezhiyang@hotmail.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Un Jardin en Ville,restojev@gmail.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Cafe Simon,contact@cafesimonmarseille.fr,Marseille,Provence-Alpes-Cote d'Azur,France,,,yes
Cafe Bovo,cafebovo@gmail.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Le Siam,lesiamresa@gmail.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Hong Kong 2,sunshinebyhk2@gmail.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Le Pacifique 2,contact@lepacifique2.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
L'Esplai du Grand Bar des Goudes,contact@espla.fr,Marseille,Provence-Alpes-Cote d'Azur,France,,,
La Romana Pizza,romain.lahutte@hotmail.fr,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Restaurant Michel,restaurantmichel13@gmail.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Cafe Borely,contact@cafeborely.fr,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Tapas Box,tapas-box@orange.fr,Marseille,Provence-Alpes-Cote d'Azur,France,,,
La Veranda Marseille,jean-pierre@storai.fr,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Les Tamaris,restaurantlestamaris@yahoo.fr,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Les Bords de Mer,reservations@lesbordsdemer.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Le Vieux Moulin Marseille,contact@restaurantlevieuxmoulin.fr,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Bchef Bordeaux Lac,bchef.bordeauxlac@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
MetSens,contact@metsens.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Davoli,contact@ledavoli.com,Bordeaux,Nouvelle-Aquitaine,France,,,
La Cheminee Royale,lachemineeroyale@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Yumi Bordeaux,xuanw86@hotmail.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Chapon Fin,laure.turlan@chapon-fin.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Plana,leplana@hotmail.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
L'Echoppe a Sushis,cm@planetsushi.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Osteria Da Luigi,osteriadaluigi@outlook.com,Bordeaux,Nouvelle-Aquitaine,France,,,
P'tit Quebec Cafe,obergequebecoise@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Family,lefamily@bbox.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Mifan,restaurant.mifan@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Symbiose,contact@symbiose-bordeaux.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Le 428,le428.restaurant@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Cafe du Port,contact@lecafeduport.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Ko-San,contact@ko-san.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Cabanon Marin,lecabanonmarin@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
L'Exquis,lexquis@sa-astre.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le 7 Restaurant,contact@le7restaurant.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Quick Bordeaux,frd700@quick.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Wasabi Cafe,contact@wasabicafe.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Regallien,sarlcoxion@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Two Much,contact@letwomuch.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Quatrieme Mur,contact@quatrieme-mur.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Sala Thai Bordeaux,salathaibordeaux@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Poggetti,contact@poggetti.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Noailles,lenoailles@orange.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Confidentiel Bordeaux,leconfidentielbordeaux@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Osteria Pizzeria Da Bartolo,osteriadabartolo@yahoo.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Gaglio,contact@restaurantgaglio.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Le Liber'Tea,isabellebaby@marieetcie.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Le Grand Chelem,christophe.gorbella@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Les Palmiers Nice,restaurantlespalmiers@orange.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
La Gaiete,andrenallino@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Les Sens Nice,les.sens.nice@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Vogue d'Asie,voguedasie@outlook.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Royal Kashmir,leroyalkashmir@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Au Rendez Vous des Amis,contact@rdvdesamis.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Brasserie L'Union,unionrestaurant@free.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Le Cedre Nice,lerestaurantlecedre@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Plage Beau Rivage,info@plagenicebeaurivage.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Hotel Le Royal Nice,infovb@vacancesbleues.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Le Saint Paul Hotel,reservation@lesaintpaul-hotel.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
La Locanda Boni,restoboni@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
O'Touns,restaurant@otouns.com,Nice,Provence-Alpes-Cote d'Azur,France,,,yes
Le Ligure,contact@leligure.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
L'Atelier de Julien,latelierdejuliennice@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Les Epicuriens Nice,mathey93@hotmail.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Ishtar Nice,ishtar.sarl@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Le Millesime Nice,contact@restaurant-millesime.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
L'Antica,lena.antica@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Bombay Palace Nice,bombaypalace@msn.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Hotel Amour Nice,amour@hotelamournice.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Le Traiteur du Port,info@traiteurduport.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Sentimi,contact@sentimi.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Miamici,hello@mi-amici.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Cecile,commercial.cecilecarmes@gmail.com,Toulouse,Occitanie,France,,,
Le Bombay,lebombay31@gmail.com,Toulouse,Occitanie,France,,,
Tourneflam,bdupoy@gmail.com,Toulouse,Occitanie,France,,,
La Braisiere,contact@labraisiere.fr,Toulouse,Occitanie,France,,,
Okones,contact@okones.fr,Toulouse,Occitanie,France,,,yes
Maymana,contact@maymana.fr,Toulouse,Occitanie,France,,,
Attila Toulouse,restaurantattila837@gmail.com,Toulouse,Occitanie,France,,,
French Paddy La Cantina San-Subra,contact@lacantina-toulouse.fr,Toulouse,Occitanie,France,,,yes
Cabas et Provisions,contact@cabasetprovisions.fr,Toulouse,Occitanie,France,,,yes
Jifu,contact@jifu-restaurant.fr,Toulouse,Occitanie,France,,,
Mona Pizza,monapizza31@gmail.com,Toulouse,Occitanie,France,,,
Bwamoa,bwamoa@gmail.com,Toulouse,Occitanie,France,,,
Le Progres,restaurant.concert.le.progres@gmail.com,Toulouse,Occitanie,France,,,
Peacock Toulouse,peacocktoulouse@gmail.com,Toulouse,Occitanie,France,,,
La Compagnie Francaise,cie@allforyou.fr,Toulouse,Occitanie,France,,,
Pizza Felix,felix34@wanadoo.fr,Toulouse,Occitanie,France,,,
Troika Royal,troikaroyal18@gmail.com,Toulouse,Occitanie,France,,,
Brasserie Les Turres,xavier.feytel@yahoo.fr,Toulouse,Occitanie,France,,,
Les Jardins de l'Opera,contact@lesjardinsdelopera.fr,Toulouse,Occitanie,France,,,
L'Occitania,infos@toulouse-croisieres.com,Toulouse,Occitanie,France,,,
La Table d'Emile et Fernand,restaurantlatabledemile@gmail.com,Toulouse,Occitanie,France,,,
Restaurant Palladia,info@hotelpalladia.com,Toulouse,Occitanie,France,,,
Les P'tits Fayots,lesptitsfayots@gmail.com,Toulouse,Occitanie,France,,,
Brasserie Les Beaux Arts,contact@brasserielesbeauxarts.fr,Toulouse,Occitanie,France,,,
O Cent Couverts,o.cent.couvert@gmail.com,Toulouse,Occitanie,France,,,
Le Bus 111,lebus111.toulouse@gmail.com,Toulouse,Occitanie,France,,,
Restaurant Colette,contact@restaurant-colette.fr,Toulouse,Occitanie,France,,,
Grand Cafe Le Florida,contact@leflorida.fr,Toulouse,Occitanie,France,,,
Le Cardito,lecardito@hotmail.fr,Toulouse,Occitanie,France,,,
Les Fruits de Mer by La Cabane,contact@toulousefruitsdemer.fr,Toulouse,Occitanie,France,,,
La Belle Equipe 1877,belle-equipe@orange.fr,Nantes,Pays de la Loire,France,,,
Le Cambronne Bistrot Chic,contact@lecambronne-bistrotchic.fr,Nantes,Pays de la Loire,France,,,
Le B Nantes,bistrotleb@hotmail.fr,Nantes,Pays de la Loire,France,,,
Melobowls,contact@melobowls.com,Bordeaux,Nouvelle-Aquitaine,France,,,
O P'tit Bahut,optitbahut@laposte.net,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Metropolitain,metropolitainbdx@icloud.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Vin We,restaurantvinwe@yahoo.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Cantina Lino,cantinalino@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Tentazioni,tentazioni@hotmail.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Clemenceau Bordeaux,contact@leclemenceaubordeaux.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Petit Mignon,contact@petitmignon.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Les Fils a Maman Bordeaux,thomas@lesfilsamaman.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Loco by Jem's,locobyjemsrestaurant@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le 1925,contact@le1925.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Siman Bordeaux,contact@siman-bordeaux.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Les Mauvais Garcons,lesmauvaisgarcons.bordeaux@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Chien de Pavlov,contact@lechiendepavlov.com,Bordeaux,Nouvelle-Aquitaine,France,,,
La Mamma Bordeaux,restolamama@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Phenix d'Or,contact@phenixdor.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Quartier Libre Bordeaux,programmation@quartierlibrebordeaux.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Veneto,venetotourny@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Mandron,restaurant@lemandron.fr,Bordeaux,Nouvelle-Aquitaine,France,,,yes
Le Rajwal,rajwal@live.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Les Tables Vatel Bordeaux,restaurant.bordeaux@hotelvatel.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Totto Bistro,contact@tottocucina.com,Bordeaux,Nouvelle-Aquitaine,France,,,yes
Bol de Riz,bolderiz.france@hotmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Brasserie L'Orleans,brasserielorleans@orange.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Bistro du Musee,bistrodumusee@wanadoo.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Guinguette Alriq,guinguettealriq@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Charabia,bistrotlecharabia@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Comptoir Christoly,george5@orange.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Coffret de Saveurs,coffretdesaveurs@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Arkose Bordeaux,contactbordeaux@arkose.com,Bordeaux,Nouvelle-Aquitaine,France,,,
St-Remi Le Chaudron,lechaudronstremi@free.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Bodega Bodega,contact@bodega-bodega.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
El Chivito,elchivitobordeaux@hotmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Laurent L'Epicerie Fine,epicerielaurent@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Bowl Eat,bowleat33@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
La Dame Food & Club,contact@ladamebordeaux.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Bar de la Marine,fcoiffe@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Fuxia Bordeaux,fuxiabordeaux@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Pierrot Restaurant,contact@pierrotrestaurant.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Brasserie Bordelaise,contact@petitvestiaire.fr,Bordeaux,Nouvelle-Aquitaine,France,,,yes
La Crepe d'Angele,lacreperie33@hotmail.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Sauvages et Associes,lessauvagesbordeaux@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Santosha Bordeaux,info@santosha.cool,Bordeaux,Nouvelle-Aquitaine,France,,,
La Source Bordeaux,lagmat78@hotmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Caviar de Neuvic Bordeaux,contact@caviardeneuvic.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Les Chantiers de la Garonne,contact@leschantiersdelagaronne.camp,Bordeaux,Nouvelle-Aquitaine,France,,,
Restaurant Ma Maison Bordeaux,contactmamaison@sfr.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
