Restaurant Name,Business Email,City,Region/State,Country,Website,Source URL
Panoráma Étterem és Pizzéria,info@panorama-etterem.hu,Székesfehérvár,Fejér,Hungary,https://panorama-etterem.hu,https://panorama-etterem.hu/kapcsolat/
Sempre Trattoria,trattoriasempre@gmail.com,Székesfehérvár,Fejér,Hungary,https://www.semprealbergo.hu,https://www.semprealbergo.hu/
Dreams Étterem,dreamsfehervar@gmail.com,Székesfehérvár,Fejér,Hungary,https://dreamsfehervar.hu,https://dreamsfehervar.hu/
Omlett Étterem,info@kamonhus.hu,Szombathely,Vas,Hungary,https://omlett.hu,https://omlett.hu/hu/kapcsolat/
Piccolo Club Étterem,bondicz.tibor@freemail.hu,Szombathely,Vas,Hungary,https://piccoloetterem.hu,https://piccoloclubetterem-szombathely.eatbu.com/?lang=en
Trattoria Sant'Ambroeus,info@trattoriasantambrogio.it,Bergamo,Lombardia,Italy,https://trattoriasantambrogio.it/,https://trattoriasantambrogio.it/contatti/
Trattoria Parietti,trattoria.parietti@gmail.com,Bergamo,Lombardia,Italy,https://trattoriaparietti.it/,https://trattoriaparietti.it/contatti/
Antica Trattoria La Colombina,info@trattorialacolombina.it,Bergamo,Lombardia,Italy,https://www.trattorialacolombina.it/,https://www.trattorialacolombina.it/en/contatti/
Ol Giopì e la Margì,info@ristorantegiopimargi.it,Bergamo,Lombardia,Italy,https://ristorantegiopimargi.it/,https://ristorantegiopimargi.it/contatti/
Al Santa Giulia,alsantagiulia@gmail.com,Brescia,Lombardia,Italy,https://www.alsantagiulia.it/,https://www.alsantagiulia.it/en/contatti/
Ristorante La Sosta,info@lasosta.it,Brescia,Lombardia,Italy,https://lasosta.it/,https://lasosta.it/en/
Osteria L'Oste Sobrio,info@osteria-ostesobrio.it,Brescia,Lombardia,Italy,https://www.osteria-ostesobrio.it/,https://www.osteria-ostesobrio.it/
Osteria Antico Brolo,info@anticobrolo.it,Padova,Veneto,Italy,https://www.anticobrolo.it/,https://www.anticobrolo.it/
Ristorante Vecchia Padova,vecchiapadova@libero.it,Padova,Veneto,Italy,https://www.ristorantevecchiapadova.it/,https://www.ristorantevecchiapadova.it/contatti
Trattoria Rigoletto,info@trattoriarigoletto.it,Parma,Emilia-Romagna,Italy,https://www.trattoriarigoletto.it/,https://www.trattoriarigoletto.it/
Ristorante Angiol d'Or,info@angioldor.it,Parma,Emilia-Romagna,Italy,https://www.angioldor.it/,https://www.angioldor.it/contatti
Antica Osteria della Ghiaia,info@osteriadellaghiaia.it,Parma,Emilia-Romagna,Italy,https://www.osteriadellaghiaia.com/,https://www.osteriadellaghiaia.com/contatti/
Trattoria Da Enzo,daenzoristorantemodena@gmail.com,Modena,Emilia-Romagna,Italy,https://ristorantedaenzo.it/,https://ristorantedaenzo.it/
Trattoria Aldina,trattoria.aldina@gmail.com,Modena,Emilia-Romagna,Italy,https://www.trattoriaaldina.it/,https://www.trattoriaaldina.it/
Ristorante Ai Fiori,info@aifiori.com,Trieste,Friuli-Venezia Giulia,Italy,https://aifiori.com/,https://aifiori.com/
Osteria Istriano,info@osteriaistriano.com,Trieste,Friuli-Venezia Giulia,Italy,https://www.osteriaistriano.com/,https://www.osteriaistriano.com/contact/
Buffet da Pepi,info@buffetdapepi.it,Trieste,Friuli-Venezia Giulia,Italy,https://www.buffetdapepi1897.it/,https://www.buffetdapepi1897.it/contatti
Ristorante del Centro Storico,prenotazioni@ristorantedelcentrostorico.it; barsantaluciasalerno@gmail.com,Salerno,Campania,Italy,https://ristorantesalernocentrostorico.it/,https://ristorantesalernocentrostorico.it/contatti/
Ristorante Porto Vecchio,info@portovecchioristorante.it,Salerno,Campania,Italy,https://www.portovecchioristorante.com/,https://www.portovecchioristorante.com/index.php/it/
La Zattera Ristorante,angelolanaro12@gmail.com,Pescara,Abruzzo,Italy,https://lazatteraristorante.com/,https://lazatteraristorante.com/contatti/
Rostelle and Co,amministrazionerostelle@gmail.com,Pescara,Abruzzo,Italy,https://rostelle.it/,https://rostelle.it/menu-pe-centro
Osteria Trattoria Pintadera,chefvivarelli@gmail.com,Cagliari,Sardegna,Italy,https://www.accademiaitalianadellacucina.it/it/ristoranti/ristorante/39664-osteria-trattoria-pintadera,https://www.accademiaitalianadellacucina.it/it/ristoranti/ristorante/39664-osteria-trattoria-pintadera
Ristorante San Martino,ristsanmartino@libero.it,Sassari,Sardegna,Italy,https://www.ristorantesanmartinosassari.it/,https://www.ristorantesanmartinosassari.it/contatti/
Trattoria L'Assassino,trattoria.assassino@gmail.com,Sassari,Sardegna,Italy,http://www.trattoriatipica.sassari.it/,http://www.trattoriatipica.sassari.it/it/contacts
Trattoria del Pesce Fresco,trattoriadelpescefresco9@gmail.com,Reggio Calabria,Calabria,Italy,https://www.trattoriadelpescefresco.com/,https://www.trattoriadelpescefresco.com/prenotazioni
Le Nasse,info@lenasseubais.it,Reggio Calabria,Calabria,Italy,https://www.ubais.it/,https://www.ubais.it/en/restaurant-le-nasse/
Le Rose al Bicchiere,nanni.serrano@gmail.com,Reggio Calabria,Calabria,Italy,http://www.lerosealbicchiere.ciwi.it/,https://www.paginebianche.it/reggio-di-calabria/rose-bicchiere.3569314
Trattoria Giordano da Pompeo,pinuccio.pagano@gmail.com,Foggia,Puglia,Italy,https://www.trattoriagiordano.it/,https://www.touringclub.it/destinazioni/foggia/mangiare/108364-giordano-da-pompeo
Trattoria Ristorante Il Mandolino,info@ristoranteilmandolino.it,Ferrara,Emilia-Romagna,Italy,https://www.ristoranteilmandolino.it/,https://www.ristoranteilmandolino.it/
Trattoria Le Nuvole,info@trattorialenuvole.it,Ferrara,Emilia-Romagna,Italy,https://trattorialenuvole.it/,https://trattorialenuvole.it/contatti/?lang=en
Osteria Tiresia,info@osteriatiresia.it,Rimini,Emilia-Romagna,Italy,https://www.osteriatiresia.it/,https://www.osteriatiresia.it/en/prenotazioni.php
Osteria La Chiacchiera,info@osterialachiacchierarimini.com,Rimini,Emilia-Romagna,Italy,https://www.osterialachiacchierarimini.com/,https://www.osterialachiacchierarimini.com/
Trattoria da Nonna Clara,ilristoro@hotmail.it,Lucca,Toscana,Italy,https://www.trattoriadanonnaclara.it/,https://www.trattoriadanonnaclara.it/contatti
Osteria Baralla,info@osteriabaralla.it,Lucca,Toscana,Italy,https://www.osteriabaralla.it/,https://www.osteriabaralla.it/en/contacts/
Osteria Enoteca Sotto le Fonti,sottolefonti@hotmail.com,Siena,Toscana,Italy,https://www.sottolefonti.com/,https://www.sottolefonti.com/contatti
Osteria Ciàpa Fiaa,info@ciapafiaa.com,Como,Lombardia,Italy,https://ciapafiaa.com/,https://ciapafiaa.com/
L'Antica Ristorante di Carne,info@anticacomo.it,Como,Lombardia,Italy,https://www.anticacomo.it/,https://www.anticacomo.it/en/
SantAnna 1907,info@ristorantesantanna1907.com,Como,Lombardia,Italy,https://www.ristorantesantanna1907.com/,http://www.ristorantesantanna1907.com/ristorante-lago-di-como-migliore-pesce-mare-lago-carne-terra-cucina-osteria-trattoria-contatti/
Trattoria L'Oca Bianca,ocadiego@gmail.com,Vicenza,Veneto,Italy,https://www.ristoratoridivicenza.it/,https://www.ristoratoridivicenza.it/ita/food/ristoranti-e-trattorie/trattoria-l-oca-bianca-19398a1-ita.html
Osteria I Monelli,info@osteriamonelli.com,Vicenza,Veneto,Italy,https://www.osteriamonelli.com/,https://www.osteriamonelli.com/
Osteria Storica 1886,storica1886@outlook.it,Vicenza,Veneto,Italy,https://www.ristoratoridivicenza.it/,https://www.ristoratoridivicenza.it/eng/food/restaurants-trattorias/osteria-storica-1886-20474a1-eng.html
Antica Trattoria Due Mori,info@ristoranteduemori.com,Trento,Trentino-Alto Adige,Italy,https://www.ristoranteduemori.com/,https://www.ristoranteduemori.com/
La Cantinota,info@cantinotatrento.it,Trento,Trentino-Alto Adige,Italy,https://cantinotatrento.it/,https://cantinotatrento.it/
Restaurant du Téléphérique,direction@restaurantdutelepherique.fr,Grenoble,Auvergne-Rhône-Alpes,France,https://restaurantdutelepherique.fr,https://restaurantdutelepherique.fr/mentions-legales/
Le Bui'strot,contact@lebuistrot.fr,Grenoble,Auvergne-Rhône-Alpes,France,https://www.lebuistrot.fr,https://www.lebuistrot.fr/mentions-legales
Le Bocal (Poissonnerie des Halles),info@restaurantlebocal.fr,Reims,Grand Est,France,https://www.restaurantlebocal.fr,https://www.restaurantlebocal.fr/mentions_legales/
La Garenne,contact@restaurant-lagarenne.fr,Reims,Grand Est,France,https://www.restaurant-lagarenne.fr,https://www.restaurant-lagarenne.fr/mentions_legales
Le Margote,contact@lemargote.fr,Le Havre,Normandie,France,https://www.lemargote.fr,https://www.lemargote.fr/mentions-legales/
Coté parc,contact@restaurantcoteparc.fr,Saint-Étienne,Auvergne-Rhône-Alpes,France,https://www.restaurant-saint-etienne.fr,https://www.restaurant-saint-etienne.fr/contact/
Restaurant Anatole,contact@restaurant-anatole.com,Clermont-Ferrand,Auvergne-Rhône-Alpes,France,https://www.restaurant-anatole.fr,https://www.restaurant-anatole.fr/mentions-legales/
La Lant,contact@restaurantlalant.fr,Clermont-Ferrand,Auvergne-Rhône-Alpes,France,https://www.restaurantlalant.fr,https://www.restaurantlalant.fr/fr/mentions-legales
Restaurant Déguste,contact@restaurant-deguste.fr,Limoges,Nouvelle-Aquitaine,France,https://www.restaurant-deguste.fr,https://www.restaurant-deguste.fr/mentions-légales
Le SEPT,jvasseur@leseptrestaurant.fr,Amiens,Hauts-de-France,France,https://www.leseptrestaurant.fr,https://www.leseptrestaurant.fr/mentions-legales/
Le Port Saint Leu,contact@portsaintleu.fr,Amiens,Hauts-de-France,France,https://www.portsaintleu.fr,https://www.portsaintleu.fr/mentions-legales/
Le Quai,lequai.amiens@orange.fr,Amiens,Hauts-de-France,France,https://restaurant-lequai.fr,https://restaurant-lequai.fr/mentions-legales
Steak Easy,steakeasy@gmail.com,Amiens,Hauts-de-France,France,http://steak-easy.com,http://steak-easy.com/mentions-legales/
Derrière,infos@restaurant-derriere.com,Metz,Grand Est,France,https://www.restaurant-derriere.com,https://www.restaurant-derriere.com/mentions-legales
L'Aérogare,contact@laerogare.fr,Metz,Grand Est,France,https://www.laerogare.fr,https://www.laerogare.fr/mentions-legales
Le 76,restaurantle76@hotmail.com,Besançon,Bourgogne-Franche-Comté,France,https://le76besancon.fr,https://le76besancon.fr/mentions-legales/
Restaurant Les Ateliers,contact@restaurant-les-ateliers-66.com,Perpignan,Occitanie,France,https://www.restaurant-les-ateliers-66.com,https://www.restaurant-les-ateliers-66.com/mentions-legales
L'Arago,calas.olivier0992@orange.fr,Perpignan,Occitanie,France,https://restaurantlaragoperpignan.eatbu.com,https://restaurantlaragoperpignan.eatbu.com/?lang=en
Le Garriane,samuelian.ariane@orange.fr,Perpignan,Occitanie,France,https://le-garriane-restaurant.eatbu.com,https://le-garriane-restaurant.eatbu.com/?lang=en
Chez Marie-Laure & David,contact@chezmarielaureetdavid.com,Orléans,Centre-Val de Loire,France,https://chezmarielaureetdavid.com,https://chezmarielaureetdavid.com/
Le Bistrot - Orléans,contact@bistrot-orleans.com,Orléans,Centre-Val de Loire,France,https://www.bistrot-orleans.com,https://www.bistrot-orleans.com/mentions-legales
Le 961,le9soixanteetun@gmail.com,Mulhouse,Grand Est,France,https://www.restaurant-libanais-mulhouse.fr,https://www.restaurant-libanais-mulhouse.fr/mentions-legales/
L'Auberge du Zoo,contact@aubergezoo.com,Mulhouse,Grand Est,France,https://www.auberge-zoo.com,https://www.auberge-zoo.com/mentionslegales
Ivan Vautier,contact@ivanvautier.com,Caen,Normandie,France,https://www.ivanvautier.com,https://www.ivanvautier.com/en/mentions-legales/
Le Royal,info@leroyalcaen.fr,Caen,Normandie,France,https://leroyalcaen.fr,https://leroyalcaen.fr/mentions-legales/
Le V'Four,lerestaurantvfour@gmail.com,Nancy,Grand Est,France,https://levfour.fr,https://levfour.fr/mentions-legales/
KOUNAGI,restaurant.kounagi@gmail.com,Nancy,Grand Est,France,https://www.kounagi.com,https://www.kounagi.com/mentions-legales/
La Couronne,contact@lacouronne-rouen.fr,Rouen,Normandie,France,https://www.lacouronne-rouen.fr,https://www.lacouronne-rouen.fr/mentions/
Les Maraîchers,contact@les-maraichers.fr,Rouen,Normandie,France,https://www.lesmaraichers.com,https://www.lesmaraichers.com/mentions/
La Dune,contact@ladune-restaurant.fr,Rouen,Normandie,France,https://ladune-restaurant.fr,https://ladune-restaurant.fr/mentions-legales/
L'Odas,contact@lodas.fr,Rouen,Normandie,France,https://lodas.fr,https://lodas.fr/
Topkapi,vdl@topkapi-rouen.fr,Rouen,Normandie,France,https://www.topkapi-rouen.fr,https://www.topkapi-rouen.fr/mentions-legales/
Restaurant Beyrouth,contact@restaurant-beyrouth.fr,Poitiers,Nouvelle-Aquitaine,France,https://www.restaurant-beyrouth.fr,https://www.restaurant-beyrouth.fr/mentions-legales/
El Fenicio,reservas.fenicio@gmail.com; info@elfenicio.es,Vigo,Galicia,Spain,https://elfenicio.es/,https://elfenicio.es/
El Mosquito,vigo@elmosquitorestaurante.com,Vigo,Galicia,Spain,https://elmosquitorestaurante.com/,https://elmosquitorestaurante.com/
La Galana,reservas@restauranteasturianolagalana.es,Gijón,Asturias,Spain,https://restauranteasturianolagalana.es,https://gijonturismoprofesional.es/es/empresas/gastronomia/restaurante-asturiano-la-galana
Auga,info@restauranteauga.com,Gijón,Asturias,Spain,https://restauranteauga.com/,https://restauranteauga.com/
Celeiro,reservas@restauranteceleiro.es; info@restauranteceleiro.es,A Coruña,Galicia,Spain,https://restauranteceleiro.es/,https://restauranteceleiro.es/
La Sartén de Coruña,info@restaurantelasarten.com,A Coruña,Galicia,Spain,https://www.restaurantelasarten.com/,https://www.restaurantelasarten.com/
El Toloño,info@tolonobar.com,Vitoria-Gasteiz,País Vasco,Spain,https://www.tolonobar.com/,https://www.tolonobar.com/
Sagartoki,reservas@sagartoki.com,Vitoria-Gasteiz,País Vasco,Spain,https://www.sagartoki.com/,https://turismo.euskadi.eus/es/restaurantes/sidreria-sagartoki/webtur00-content/es/
La Flor de Tetuán,maite.laflordetetuan@gmail.com,Santander,Cantabria,Spain,https://www.laflordetetuan.com/,https://www.laflordetetuan.com/
Lugaris,angellugaris@gmail.com,Badajoz,Extremadura,Spain,https://restaurantelugaris.es/,https://restaurantelugaris.es/
Marchivirito,administracion@marchivirito.com,Badajoz,Extremadura,Spain,https://marchivirito.com/,https://marchivirito.com/contacto/
Mastropiero Gastrobar y Jardín,contacto@mastropierogastrobar.es,Cáceres,Extremadura,Spain,https://www.mastropierogastrobar.es/,https://www.mastropierogastrobar.es/
La Minerva,laminervatapas@gmail.com,Cáceres,Extremadura,Spain,https://www.laminervacaceres.com/,https://www.laminervacaceres.com/
La Fusa,contacto@restaurantelafusa.com,Cáceres,Extremadura,Spain,https://www.restaurantelafusa.com/,https://www.restaurantelafusa.com/
El Artesano,elartesanoourense@gmail.com,Ourense,Galicia,Spain,https://www.turismo.gal/recurso/-/detalle/32348/restaurante-el-artesano,https://www.turismo.gal/recurso/-/detalle/32348/restaurante-el-artesano
Nova Restaurante,info@novarestaurante.com,Ourense,Galicia,Spain,https://novarestaurante.com/,https://novarestaurante.com/en/contact/
Restaurante España,info@restauranteespana.es,Lugo,Galicia,Spain,https://restespana.es/,https://restespana.es/en/inicio-english/
Paprica,info@paprica.es,Lugo,Galicia,Spain,https://paprica.es/,https://paprica.es/reservas/
Casa Solla,correo@restaurantesolla.com; reservas@restaurantesolla.com,Pontevedra,Galicia,Spain,https://www.restaurantesolla.com/,https://www.restaurantesolla.com/contacto/
Casa Fidel O'Pulpeiro,info@opulpeiro.es,Pontevedra,Galicia,Spain,http://www.opulpeiro.es,http://www.opulpeiro.es
La Jara,reservas@restaurentelajarasalamanca.com,Salamanca,Castilla y León,Spain,https://www.restaurantelajarasalamanca.com/,https://www.restaurantelajarasalamanca.com/contacto/
Casa Ojeda,info@restauranteojeda.com,Burgos,Castilla y León,Spain,https://www.grupojeda.com/restaurante-ojeda/,https://www.grupojeda.com/contactar/
Asador Casa Azofra,azofra@hotelazofra.com,Burgos,Castilla y León,Spain,https://www.hotelazofra.com/asador/,https://www.hotelazofra.com/contacto/
Lumiere,info@lumiererestaurante.com,León,Castilla y León,Spain,https://lumiererestaurante.com/,https://lumiererestaurante.com/
Carea Bistró,careabistro@gmail.com,León,Castilla y León,Spain,https://careabistro.es/,https://careabistro.es/
Asador Palencia de Lara,reservas@asadorpalenciadelara.es,Toledo,Castilla-La Mancha,Spain,https://www.asadorpalenciadelara.es/,https://www.asadorpalenciadelara.es/
Adolfo,adolfo@adolfo-toledo.com,Toledo,Castilla-La Mancha,Spain,https://adolforestaurante.com/,https://adolforestaurante.com/en/adolfo-restaurant/
Asador Concepción,info@asadorconcepcion.com,Albacete,Castilla-La Mancha,Spain,https://asadorconcepcion.com/,https://asadorconcepcion.com/contacto/
El Callejón,restaurante@restauranteelcallejon.com,Albacete,Castilla-La Mancha,Spain,https://www.restauranteelcallejon.com/,https://www.turismoenalbacete.com/es/23/119/0/27/Restaurante-El-Callejon.html
Terraza Asador El Faro,terrazaasadorelfaro@gmail.com,Huelva,Andalucía,Spain,https://terrazaasadorelfaro.net/,https://terrazaasadorelfaro.net/
