Restaurant Name,Business Email,City,State,Website,Source URL
Alden & Harlow,info@aldenharlow.com,Cambridge,MA,https://www.aldenharlow.com/,https://www.aldenharlow.com/
Deadhorse Hill,restaurantinfo@deadhorsehill.com,Worcester,MA,https://www.deadhorsehill.com/,https://www.deadhorsehill.com/
Ballston Local,ballstonlocal@ballstonlocal.com,Arlington,VA,https://ballstonlocal.com/,https://ballstonlocal.com/
Addis Ethiopian Restaurant,info@addisrva.com,Richmond,VA,https://addisrva.com/,https://addisrva.com/
Soul Taco,info@soultacorva.com,Richmond,VA,https://www.soultacorva.com/,https://www.soultacorva.com/
Coppa,info@coppaboston.com,Boston,MA,https://www.coppaboston.com/,https://www.coppaboston.com/groupdining
Fox & The Knife,foxandtheknife@gmail.com,Boston,MA,https://www.foxandtheknife.com/,https://www.foxandtheknife.com/
Ciao Roma,info@ciaoromanorthend.com,Boston,MA,https://www.ciaoromanorthend.com/,https://www.ciaoromanorthend.com/
P&R Jamaican Restaurant,pandricecream@yahoo.com,Boston,MA,https://www.eatpandr.com/,https://www.eatpandr.com/contact/
Tapa Rio,tapariodt@gmail.com,Fredericksburg,VA,https://www.tapario.com/,https://www.tapario.com/contact-us
ākra Eatery,info@akraeatery.com,Worcester,MA,https://akraeatery.com/,https://akraeatery.com/
Shojo Boston,contact@shojoboston.com,Boston,MA,https://www.shojoboston.com/,https://www.shojoboston.com/
Scratch Biscuit Company,info@scratchbiscuit.com,Roanoke,VA,https://scratchbiscuit.com/,https://scratchbiscuit.com/
Toscano,richard@toscanoboston.com,Boston,MA,https://www.toscanoboston.com/,https://www.toscanoboston.com/beacon-hill/
Student Prince Cafe & The Fort,info@studentprince.com,Springfield,MA,https://www.studentprince.com/,https://www.studentprince.com/about
Oleana,info@oleanarestaurant.com,Cambridge,MA,https://www.oleanarestaurant.com/,https://www.oleanarestaurant.com/contact
Puritan & Company,info@puritancambridge.com,Cambridge,MA,https://www.puritancambridge.com/,https://www.puritancambridge.com/faq-1
The Public House,info@publichouseeats.com,Norfolk,VA,https://www.publichouseeats.com/,https://www.publichouseeats.com/contact-2
Del Ray Cafe,info@delraycafe.com,Alexandria,VA,https://www.delraycafe.com/,https://www.delraycafe.com/
Mi Rico Peru,info@miricoperu.com,Alexandria,VA,https://miricoperu.com/,https://miricoperu.com/
Sabai,sabairva@gmail.com,Richmond,VA,https://www.sabairichmond.com/,https://www.sabairichmond.com/reservations
Vejigantes Restaurant,events@vejigantesrestaurant.com,Worcester,MA,https://vejigantesrestaurant.com/,https://vejigantesrestaurant.com/
Castiglia's Italian Restaurant,mycastiglias1@yahoo.com,Fredericksburg,VA,https://www.mycastiglias.com/,https://www.mycastiglias.com/contact_us
Sap Sua,info@sapsua.com,Denver,CO,https://www.sapsua.com/,https://www.sapsua.com/
Rioja,info@riojadenver.com,Denver,CO,https://www.riojadenver.com/,https://www.riojadenver.com/contact-map/
Tocabe,info@tocabe.com,Denver,CO,https://www.tocabe.com/,https://www.tocabe.com/
Annette,info@annettescratchtotable.com,Aurora,CO,https://www.annettescratchtotable.com/,https://www.annettescratchtotable.com/visit-annette
Rabbit Hole,rabbitholedinner@gmail.com,Colorado Springs,CO,https://www.rabbitholedinner.com/,https://www.rabbitholedinner.com/
The Wobbly Olive,info@wobblyolive.com,Colorado Springs,CO,https://www.wobblyolive.com/,https://mail.wobblyolive.com/contact.html
Four by Brother Luck,info@fourbybrotherluck.com,Colorado Springs,CO,https://www.fourbybrotherluck.com/,https://www.fourbybrotherluck.com/
Aspen Public House,info@publichouseaspen.com,Aspen,CO,https://www.publichouseaspen.com/,https://www.publichouseaspen.com/reservations
Vendetta's,info@vendettasvail.com,Vail,CO,https://vendettasvail.com/,https://vendettasvail.com/reservations/
Lancelot Restaurant,info@lancelotvail.com,Vail,CO,https://lancelotvail.com/,https://lancelotvail.com/contact
The Laundry Restaurant,manager@thelaundryrestaurant.com,Steamboat Springs,CO,https://www.rexsfamily.com/the-laundry-restaurant,https://www.rexsfamily.com/the-laundry-restaurant
E3 Chophouse,info@e3chophouse.com; info@e3chophousesteamboat.com,Steamboat Springs,CO,https://www.e3chophousesteamboat.com/,https://www.steamboatchamber.com/listing/e3-chophouse/4344/
Basta,info@bastaboulder.com; reservations@bastaboulder.com,Boulder,CO,https://www.bastaboulder.com/,https://www.bastaboulder.com/
Bramble & Hare,jill@blackcatboulder.com,Boulder,CO,https://brambleandhare.com/,https://brambleandhare.com/contactbrambleandhare/
Sanford Restaurant,milwaukee@sanfordrestaurant.com,Milwaukee,WI,https://sanfordrestaurant.com/,https://sanfordrestaurant.com/in-house/
The Diplomat,info@thediplomatmke.com,Milwaukee,WI,https://www.thediplomatmke.com/,https://www.thediplomatmke.com/contact-5
Zarletti,zarlettirestaurant@gmail.com,Milwaukee,WI,https://www.zarletti.net/,https://www.zarletti.net/
Kanpai Izakaya,kanpai.mke@gmail.com,Milwaukee,WI,https://kanpaiizakayamke.com/,https://kanpaiizakayamke.com/
La Merenda,info@lamerenda125.com,Milwaukee,WI,https://www.lamerenda125.com/,https://www.lamerenda125.com/
Plae Bistro,jill@plaebistro.com,Green Bay,WI,https://plaebistro.com/,https://plaebistro.com/contact/
Titletown Brewing Co,contact@titletownbrewing.com,Green Bay,WI,https://www.titletownbrewing.com/,https://www.titletownbrewing.com/contact-us
The Informalist,Informalist@TheLismore.com,Eau Claire,WI,https://www.theinformalist.com/,https://www.theinformalist.com/
Bijou Bistro + Catering,eauclairechef@hotmail.com,Eau Claire,WI,http://www.bijou-bistro.com/,https://www.hungryfoody.com/us/bijou-bistro-catering-eau-claire-wi/
New Taste of India,manju_rs143@yahoo.com,La Crosse,WI,http://lacrossenewtasteofindia.com/,http://lacrossenewtasteofindia.com/
Buzzard Billy's,buzzardbillys@yahoo.com,La Crosse,WI,https://lacrosse.buzzardbillys.com/,https://lacrosse.buzzardbillys.com/
