Restaurant Name,Business Email,City,State,Website,Source URL
Harry's Country Club,info@harryscountryclub.com,Kansas City,MO,https://www.harryscountryclub.com,https://www.harryscountryclub.com/
Wolf Pack,info@wolfpackkc.com,Kansas City,MO,https://wolfpackkc.com,https://wolfpackkc.com/
Lulu's Thai Noodle Shop,info@lulusnoodles.com,Kansas City,MO,https://www.lulusnoodles.com,https://www.lulusnoodles.com/
Green Dirt on Oak,oak@greendirtfarm.com,Kansas City,MO,https://oak.greendirtfarm.com,https://oak.greendirtfarm.com/
Thelma's Kitchen,info@thelmaskitchen.org,Kansas City,MO,https://www.thelmaskitchen.org,https://www.thelmaskitchen.org/connect
Beck's Place,becksplaceop@gmail.com,Overland Park,KS,https://becksplaceop.com,https://becksplaceop.com/
Blue Nile Cafe,bluenilekc@gmail.com,Kansas City,MO,https://bluenilekc.com,https://bluenilekc.com/
Grünauer,office@grunauerkc.com,Kansas City,MO,https://grunauerkc.com,https://grunauerkc.com/contact/
Andre's Confiserie Suisse,Info@AndresChocolates.com,Overland Park,KS,https://andreschocolates.com,https://andreschocolates.com/pages/contact-us
Room 39,info@rm39.com,Kansas City,MO,https://www.rm39.com,https://www.rm39.com/
Affäre,manager@affarekc.com,Kansas City,MO,https://www.affarekc.com,https://www.affarekc.com/
Ricco's Italian Bistro,ciao@riccoskc.com,Overland Park,KS,https://riccoskc.com,https://riccoskc.com/
Strang Hall,hello@stranghall.com,Overland Park,KS,https://stranghall.com,https://stranghall.com/
Carmen's Café,contact@carmenscafebrookside.com,Kansas City,MO,https://carmenscafekc.com,https://carmenscafekc.com/
Charlie Hooper's,info@charliehoopers.com,Kansas City,MO,https://charliehoopers.com,https://charliehoopers.com/
Harpo's,bob@harposkc.com,Kansas City,MO,https://harposkc.com,https://harposkc.com/
Bistro 303,info@bistro303.com,Kansas City,MO,https://bistro303.com,https://bistro303.com/
Tailleur,info@tailleuronmain.com,Kansas City,MO,https://tailleuronmain.com,https://tailleuronmain.com/
Saffron Valley,info@saffronvalley.com,Salt Lake City,UT,https://saffronvalley.com,https://www.saffronvalley.com/contact-saffron-valley
Finn's Cafe,finnsevents@yahoo.com,Salt Lake City,UT,https://finnscafe.net,https://www.finnscafe.net/contact-us
Mazza Cafe,ali@mazzacafe.com,Salt Lake City,UT,https://mazzacafe.com,https://www.mazzacafe.com/mazza-catering
Bar Nohm,info@barnohm.com,Salt Lake City,UT,https://barnohm.com,https://www.barnohm.com/contact
Sapa Sushi Bar & Asian Grill,management@sapabarandgrill.com,Salt Lake City,UT,https://sapabarandgrill.com,https://www.sapabarandgrill.com/contactus
Bewilder Brewing,general@bewilderbeer.com,Salt Lake City,UT,https://bewilderbrewing.com,https://bewilderbrewing.com/pages/contact
Millcreek Inn,events@millcreekinn.com,Millcreek,UT,https://millcreekinn.com,https://www.millcreekinn.com/contact-us
The Pines,reservations@thepinesdraper.com,Draper,UT,https://thepinesdraper.com,https://www.thepinesdraper.com/contact
Twisted Fern,info@twistedfern.com,Park City,UT,https://twistedfern.com,https://www.twistedfern.com/contact
