restaurant_name,business_email,city,state,source_url,scheduled_at,subject,status,template_url,template_version,run_id,business_emails,email_count,email_sources,content_path,message_id
Felicia Suzanne's,hello@feliciasuzanne.com,Memphis,TN,https://www.openstreetmap.org/way/779355057,08/24/2026 13:20:00 Africa/Lagos,Felicia Suzanne's Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110972343155000,,,,,
Gus's World Famous Fried Chicken,communications@gusfriedchicken.com,Memphis,TN,https://www.gusfriedchicken.com/contact-us,08/24/2026 13:30:00 Africa/Lagos,Gus's World Famous Fried Chicken Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110974280155300,,,,,
Butcher & Bee,nashville@butcherandbee.com,Nashville,TN,https://www.openstreetmap.org/node/12393826015,08/24/2026 13:40:00 Africa/Lagos,Butcher & Bee Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110976159155000,,,,,
Cledis Burger - Bellevue,info@cledis.com,Nashville,TN,https://www.cledis.com/mission,08/24/2026 13:50:00 Africa/Lagos,Cledis Burger - Bellevue Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110978083138400,,,,,
Germantown Café,info@germantowncafe.com,Nashville,TN,https://germantowncafe.com/,08/24/2026 14:00:00 Africa/Lagos,Germantown Café Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110979988155300,,,,,
Voodoo Gumbo,info@voodoogumbo.biz,Nashville,TN,https://www.voodoogumbo.biz/,08/24/2026 14:10:00 Africa/Lagos,Voodoo Gumbo Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110981854155100,,,,,
Ocotillo Prime,info@ocotilloprime.com,American Fork,UT,https://ocotilloprimecocina.com/,08/24/2026 14:20:00 Africa/Lagos,Ocotillo Prime Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110983722155300,,,,,
Del Barrio Cafe,delbarriocafesocial@gmail.com,Draper,UT,https://delbarriocafe.com/,08/24/2026 14:30:00 Africa/Lagos,Del Barrio Cafe Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110985587138300,,,,,
Hoof & Vine,hoofandvine@gmail.com,Midvale,UT,https://www.hoofandvine.com/,08/24/2026 14:40:00 Africa/Lagos,Hoof & Vine Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110987457155100,,,,,
Dos Olas,info@dosolasparkcity.com,Park City,UT,https://www.dosolasparkcity.com/,08/24/2026 14:50:00 Africa/Lagos,Dos Olas Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110989310155100,,,,,
Five5eed,info@five5eeds.com,Park City,UT,https://www.five5eeds.com/,08/24/2026 15:00:00 Africa/Lagos,Five5eed Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110991196155100,,,,,
Piko Mexican Grill,manager@pikomexicangrill.com,Salt Lake City,UT,https://pikomexicangrill.com/,08/24/2026 15:10:00 Africa/Lagos,Piko Mexican Grill Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110993341155300,,,,,
Nomad Eatery,info@nomad-eatery.com,South Jordan,UT,https://nomad-eatery.com/,08/25/2026 12:00:00 Africa/Lagos,Nomad Eatery Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110995198155000,,,,,
Exchange Cafe,events@bbqex.com,Barboursville,VA,https://www.exchangecafeva.com/,08/25/2026 12:10:00 Africa/Lagos,Exchange Cafe Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110997100138300,,,,,
Brightside Beach Pub,cvillebrightside@gmail.com,Charlottesville,VA,https://cvillebrightside.com/,08/25/2026 12:20:00 Africa/Lagos,Brightside Beach Pub Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110998969155100,,,,,
El Ranchero Restaurant Charlottesville,elrancherobargrill@gmail.com,Charlottesville,VA,https://www.openstreetmap.org/node/13818544620,08/25/2026 12:30:00 Africa/Lagos,El Ranchero Restaurant Charlottesville Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111000867138300,,,,,
Guajiros Miami Eatery,marketing@guajiros.net,Charlottesville,VA,https://www.guajiroscville.com/,08/25/2026 12:40:00 Africa/Lagos,Guajiros Miami Eatery Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111002733155100,,,,,
Jack Brown’s Beer & Burger Joint,cville@jackbrownsjoint.com,Charlottesville,VA,https://www.jackbrownsjoint.com/locations/charlottesville/,08/25/2026 12:50:00 Africa/Lagos,Jack Brown’s Beer & Burger Joint Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111004576155000,,,,,
Mexico Viejo Grill,mexicoviejocharlottesville@gmail.com,Charlottesville,VA,https://www.openstreetmap.org/way/1054215081,08/25/2026 13:00:00 Africa/Lagos,Mexico Viejo Grill Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111006426155100,,,,,
Mockingbird,info@mockingbird-cville.com,Charlottesville,VA,https://www.mockingbird-cville.com/,08/25/2026 13:10:00 Africa/Lagos,Mockingbird Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111008333155300,,,,,
Southern Crescent,southerncrescentgalleyandbar@gmail.com,Charlottesville,VA,https://www.thesoutherncrescent.com/,08/25/2026 13:20:00 Africa/Lagos,Southern Crescent Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111010178138400,,,,,
Wayside Takeout And Catering,wayside.info@gmail.com,Charlottesville,VA,https://waysidechicken.com/,08/25/2026 13:30:00 Africa/Lagos,Wayside Takeout And Catering Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111012594138400,,,,,
Can Can Brasserie,events@cancanrva.com,Richmond,VA,https://cancanrva.com/,08/25/2026 13:40:00 Africa/Lagos,Can Can Brasserie Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111014583155100,,,,,
En Su Boca,tacotime@ensuboca.com,Richmond,VA,https://www.ensuboca.com/,08/25/2026 13:50:00 Africa/Lagos,En Su Boca Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111016523155000,,,,,
Galaxy Diner,thegalaxydiner@aol.com,Richmond,VA,https://galaxydinerrva.com/,08/25/2026 14:00:00 Africa/Lagos,Galaxy Diner Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111018419155300,,,,,
Greek on Cary,info@greekoncaryrva.com,Richmond,VA,https://www.greekoncaryrva.com/,08/25/2026 14:10:00 Africa/Lagos,Greek on Cary Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111020283138300,,,,,
Home Sweet Home,homesweethomerva@gmail.com,Richmond,VA,https://hshrva.com/,08/25/2026 14:20:00 Africa/Lagos,Home Sweet Home Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111022138155300,,,,,
Lemon Cuisine of India,gurjeets148@gmail.com,Richmond,VA,https://lemoncuisineofindia.com/,08/25/2026 14:30:00 Africa/Lagos,Lemon Cuisine of India Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111024018138400,,,,,
McLean's Restaurant,mcleansrva@gmail.com,Richmond,VA,https://www.mcleansrestaurant.com/,08/25/2026 14:40:00 Africa/Lagos,McLean's Restaurant Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111026794155300,,,,,
Pizza and Beer of Richmond,luke@eatrestaurantpartners.com,Richmond,VA,https://www.openstreetmap.org/node/5640492424,08/25/2026 14:50:00 Africa/Lagos,Pizza and Beer of Richmond Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111028696155000,,,,,
Secret Sandwich Society,katerina@thesociety.info,Richmond,VA,https://www.secretsandwichsociety.com/,08/25/2026 15:00:00 Africa/Lagos,Secret Sandwich Society Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111030655155300,,,,,
Smokestack Pizza & Bar,hello@padelplant.com,Richmond,VA,https://www.padelplant.com/smokestack-pizza,08/25/2026 15:10:00 Africa/Lagos,Smokestack Pizza & Bar Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111032492138300,,,,,
Namaste Indian Nepali Kitchen LLp,indiannepalikitchen@gmail.com,Montpelier,VT,https://indiannepalikitchenmontpeliervt.com/,08/26/2026 12:00:00 Africa/Lagos,Namaste Indian Nepali Kitchen LLp Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111034386138300,,,,,
Aromas of India,aromasofindiavt@gmail.com,Williston,VT,https://aromasofindiavt.com/,08/26/2026 12:10:00 Africa/Lagos,Aromas of India Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111036270155000,,,,,
Lucky Barbecue & Noodles House,info@luckybarbecue.com,Bellevue,WA,https://luckybarbecue.com/,08/26/2026 12:20:00 Africa/Lagos,Lucky Barbecue & Noodles House Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111038208155000,,,,,
Santa Fe,info@santafemex.com,Edmonds,WA,https://santafemex.com/,08/26/2026 12:30:00 Africa/Lagos,Santa Fe Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111040102138300,,,,,
Ahram Kitchen,ahramkitchen@gmail.com,Renton,WA,https://www.ahramkitchen.com/,08/26/2026 12:40:00 Africa/Lagos,Ahram Kitchen Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111042029155300,,,,,
Taco Dudes & Caribbean,tacodudescaribbean@gmail.com,Renton,WA,https://tacodudescaribbean.com/,08/26/2026 12:50:00 Africa/Lagos,Taco Dudes & Caribbean Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111044040138300,,,,,
Jackalope Tex-Mex & Cantina,info@jackalopetexmex.com,Seattle,WA,https://jackalopetexmex.com/,08/26/2026 13:00:00 Africa/Lagos,Jackalope Tex-Mex & Cantina Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111045898155100,,,,,
Market Pho,marketpho@yahoo.com,Seattle,WA,https://www.marketpho.com/,08/26/2026 13:10:00 Africa/Lagos,Market Pho Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111047901155100,,,,,
Matador,ballard@matadorrestaurants.com,Seattle,WA,https://www.matadorrestaurants.com/locations/ballard,08/26/2026 13:20:00 Africa/Lagos,Matador Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111049807155100,,,,,
Percy's and Co.,info@percysseattle.com,Seattle,WA,https://www.percysseattle.com/,08/26/2026 13:30:00 Africa/Lagos,Percy's and Co. Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111053780155100,,,,,
The Walrus and the Carpenter,walrus@eatseacreatures.com,Seattle,WA,https://www.openstreetmap.org/node/2138389728,08/26/2026 13:40:00 Africa/Lagos,The Walrus and the Carpenter Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111055712138300,,,,,
Bai Tong Thai,gm.redmond@baitongfamily.com,Tukwila,WA,https://www.baitongrestaurant.com/location,08/26/2026 13:50:00 Africa/Lagos,Bai Tong Thai Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111057593155100,,,,,
Local Asian Bistro,localasianbistro@gmail.com,Vancouver,WA,https://localasianbistrowacom.com/,08/26/2026 14:00:00 Africa/Lagos,Local Asian Bistro Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111059466138300,,,,,
Canteen,canteen@foodfightinc.com,Madison,WI,https://www.canteentaco.com/,08/26/2026 14:10:00 Africa/Lagos,Canteen Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111061338138400,,,,,
Draper Brothers Chophouse,jack@dbchophouse.com,Madison,WI,https://draperbrotherschophouse.com/,08/26/2026 14:20:00 Africa/Lagos,Draper Brothers Chophouse Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111063248155300,,,,,
Eloura,contact@elouramediterranean.com,Madison,WI,https://elouramediterranean.com/,08/26/2026 14:30:00 Africa/Lagos,Eloura Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111065351155000,,,,,
Salvatore's Tomato Pies,lrb@salstomatopies.com,Madison,WI,https://www.salvatorestomatopies.com/location/dark-horse/,08/26/2026 14:40:00 Africa/Lagos,Salvatore's Tomato Pies Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111067239155300,,,,,
The Icehouse,edgewatericerink@theedgewater.com,Madison,WI,https://www.icehousemadison.com/slice-house/,08/26/2026 14:50:00 Africa/Lagos,The Icehouse Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111069083138300,,,,,
The Old Fashioned,filler@godaddy.com,Madison,WI,https://theoldfashioned.com/,08/26/2026 15:00:00 Africa/Lagos,The Old Fashioned Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111070979155100,,,,,
Craftsman Table & Tap,craftsman@foodfightinc.com,Middleton,WI,https://www.openstreetmap.org/node/4328522933,08/26/2026 15:10:00 Africa/Lagos,Craftsman Table & Tap Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111072848155000,,,,,
Monk's Bar & Grill Middleton,info@monksbarandgrill.com,Middleton,WI,https://www.monksbarandgrill.com/location/monks-bar-and-grill-middleton/,08/27/2026 12:00:00 Africa/Lagos,Monk's Bar & Grill Middleton Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111074736138300,,,,,
Twisted Plants,info@twistedplants.com,Milwaukee,WI,https://www.twistedplants.com/,08/27/2026 12:10:00 Africa/Lagos,Twisted Plants Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111076700155000,,,,,
Bass Bay Brewhouse,info@bassbaybrewhouse.com,Muskego,WI,https://bassbaybrewhouse.com/,08/27/2026 12:20:00 Africa/Lagos,Bass Bay Brewhouse Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111079227155300,,,,,
Buck & Honey's,info@buckandhoneys.com,Sun Prairie,WI,https://www.buckandhoneys.com/,08/27/2026 12:30:00 Africa/Lagos,Buck & Honey's Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111081092155000,,,,,
North and South Seafood & Smokehouse,info@eatnorthandsouth.com,Verona,WI,https://eatnorthandsouth.com/madison-north-and-south-seafood-and-smokehouse-madison-menu-verona,08/27/2026 12:40:00 Africa/Lagos,North and South Seafood & Smokehouse Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111082933155300,,,,,
IL MITO Trattoria e Enoteca,specialevents@ilmito.com,Wauwatosa,WI,https://www.openstreetmap.org/node/4379253913,08/27/2026 12:50:00 Africa/Lagos,IL MITO Trattoria e Enoteca Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111084945155000,,,,,
Fujiyama Steakhouse,annie3783@gmail.com,Charleston,WV,https://www.fujiyamacharlestonwv.com/,08/27/2026 13:00:00 Africa/Lagos,Fujiyama Steakhouse Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787111086886138300,,,,,
Sea Grill,info@seagrillnc.com,Charlotte,NC,https://www.seagrillnc.com/private-dining-charlotte,08/27/2026 13:10:00,BEFRS × Sea Grill — Restaurant Partnership Opportunity,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_v2_no_mobile_overrides,befrs_public_refresh_20260819,info@seagrillnc.com,1,info@seagrillnc.com|https://www.seagrillnc.com/private-dining-charlotte,/home/ubuntu/befrs_personalized_html/01_sea_grill.html,1787113157884155000
Norah,info@norahrestaurant.com,West Hollywood,CA,https://www.norah.la/,08/27/2026 13:20:00,BEFRS × Norah — Restaurant Partnership Opportunity,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_v2_no_mobile_overrides,befrs_public_refresh_20260819,info@norahrestaurant.com;events@norahrestaurant.com,2,info@norahrestaurant.com|https://www.norah.la/;events@norahrestaurant.com|https://www.norah.la/,/home/ubuntu/befrs_personalized_html/02_norah.html,1787113127369138400
Monarch,info@monarchrestaurants.com,Dallas,TX,https://www.monarchrestaurants.com/about/,08/27/2026 13:30:00,BEFRS × Monarch — Restaurant Partnership Opportunity,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_v2_no_mobile_overrides,befrs_public_refresh_20260819,info@monarchrestaurants.com,1,info@monarchrestaurants.com|https://www.monarchrestaurants.com/about/,/home/ubuntu/befrs_personalized_html/03_monarch.html,1787113167330155100
